,id,member_id,loan_amnt,grade,desc
309,596772,766048,25000.0,E,"  Borrower added on 10/12/10 > Hello:<br/><br/>I am looking to consolidate my debt into one payment.  I have a reliable job that I have been in for 3 years, unfortunately, my spouse lost her job last year and had to use credit cards to support the short unemployment period.  She is now working again and should be able to get back to a more financial secure environment.<br/><br/>Thank you.<br/>"
590,7255086,8897202,18000.0,B,"  Borrower added on 09/11/13 > This loan will be used to update our home heating and air conditioning system, replace an old glass sliding door and add insulation to the attic. These updates will save future heating/cooling expenses.<br>"
948,3632000,4584790,13000.0,A,"  Borrower added on 03/05/13 > This loan request is to consolidate loans to a lower intrest rate with a goal of becoming debt free.<br><br> Borrower added on 03/05/13 > I have been employed with the same company for 10 years next month. I pay ahead on my loans. My goal is to be debt free in 10 years, including my home.<br>"
257,10716568,12608664,11000.0,D,  Borrower added on 01/21/14 > We are wanting to become debt free by combing our credit cards into one monthly payment. We have stopped using our credit cards to reach this goal. Thank you for your time.<br>
266,575794,740562,1500.0,A,"  Borrower added on 09/03/10 > Planning to use the funds to take a trip to Disney World in Florida where I am originally from. Where the magic lives right? I will be taking the trip over Halloween in October which is my favorite time of year to visit the local theme parks. Trick or Treat?<br/><br/>I work for the U.S. Government so my job is very stable, as well I am in the U.S. Army Reserve so there is no worry about me missing a payment. If all goes well I would like to have this loan paid off much sooner than the permitted time frame!<br/>"
786,886830,1102884,6500.0,C,  Borrower added on 09/19/11 > I will be consolidating my credit cards and student loans into one payment. This payment will be lower than what we currently pay. My credit is in the mid 700's and I have never made a payment late. I have also been with my current job over two years and just recieved a promotion.<br/>
385,5196503,6518807,4575.0,B,  Borrower added on 05/15/13 > I need to lower the high interest rate on my credit cards to pay them off sooner.<br>
1050,1148240,1389198,12800.0,C,  Borrower added on 02/11/12 > i will use most of the money to consolidate debt.  I have been at the same job ad same residence for nine years and have not missed payments on debts.<br>
468,2090093,2422641,10800.0,B,  Borrower added on 11/27/12 > My husband and I just got married and had our first child within the last 6 months. I am hoping to consolidate our credit cards with a lower interest rate.<br>
404,7098250,1855156,18000.0,F,"  Borrower added on 09/04/13 > this will pay off higher APR% accounts, lower our monthly payments and give us a little in reserve<br>"
1034,12425529,14437666,15750.0,A,  Borrower added on 02/25/14 > I would like to consolidate a few high-interest credit card loans with a lower interest rate.<br>
364,502625,646476,12000.0,B,  Borrower added on 04/08/10 > Payoff and Close my B of America Credit Card<br/>
957,714700,908151,30000.0,B,  Borrower added on 03/28/11 > Unexpected taxes<br/>
999,805593,1011654,12500.0,A,  Borrower added on 07/12/11 > I plan on using the funds to pay off a high interest credit card.<br/>I have been employed with the same company for 8 years now.<br/>
315,7684678,9386821,10000.0,B,"  Borrower added on 10/02/13 > Hello, I just closed on the house of my dreams and I would like to use this loan to pay off my high interest credit cards and build a deck on my home.<br>"
254,1613255,1885353,12000.0,A,  Borrower added on 10/14/12 > Pay off higher interest rate credit account at Bank of America ($6558) and 2011 Income Taxes due ($4063).<br><br> Borrower added on 10/14/12 > Tell your story. What is your loan for?<br>
113,1855432,2157663,11950.0,B,  Borrower added on 11/07/12 > I need to pay off my credit cards within the next three years using one monthly payment.<br>
17,123230,80353,3175.0,C,"I am starting my own small business. I am a recent college graduate from Emerson College. I was working on putting together the business plan and proposal to send out to some interested investors when my computer of 5 years broke down. I took it the Apple Store and they recomended just getting a new one. My neighbor has been gracious in allowing me to use his office for the time being.  I am looking to purchase a MacBook Pro 15"" from Apple. I am a filmmaker and my business focuses on that. I have a couple of projects in development and have some interest from investors. I just need to prepare an adequate proposal in order to seal the deal.   This will last me for another 5 years and will be a great benefit to my future and life. I will not forget the help that I recieve from you generous folks.  Please Help!  Check out my website www.tripolitanfilms.com.  Thank you for your time and consideration.  Sincerely,  Hilal Khalil Homaidan"
1026,8659212,10431027,16000.0,A,  Borrower added on 11/05/13 > Would like to pay off my credit cards to get a lower rate and pay it off sooner.<br>
952,242487,242468,12000.0,E,"12,000 dollars to pay off 5 different accounts with over 25% interest."
1072,5234723,6576890,16000.0,B,  Borrower added on 05/17/13 > Paying off multiple credit cards with higher interest<br>
622,395712,435435,4000.0,D," I am trying to improve my credit, while my husbands credit is good.  That is why I want this loan in my name with him as a co-signer.  I can assure you that this will be repaid with no late payments.  Your help is greatly appreciated"
441,12489183,14501330,15000.0,B,  Borrower added on 03/06/14 > We have four high interest credit cards that we want to consolidate and help us get out of debt.<br>
504,847623,1059142,30000.0,F,"  Borrower added on 08/10/11 > want to consolidate topay off credit card debt, personal loan<br/>"
50,7440488,9102470,28000.0,B,  Borrower added on 11/05/13 > Pay off Credit Card Debt<br>
144,1696411,1989280,9725.0,B,  Borrower added on 11/01/12 > Funds for Improvements to build shop<br><br> Borrower added on 11/02/12 > Improvements to build shop/storage building<br>
256,1489209,1748688,8875.0,A,  Borrower added on 08/27/12 > I would like to use the loan proceeds to help pay for my parents' medical expenses.<br>
1091,769653,956413,20000.0,F,"  Borrower added on 05/16/11 > Applying for a loan to consolidate my high interest credit cards to be able to completely pay them off.  I am currently paying more than the payment requested on this loan, therefore I will definitely be able to pay for this loan each month.<br/>Loan needed to consolidate my high interest credit cards onto one payment.  I am currently paying more in my minimum payments on my credit cards than what the loan payment will be, so I will have no problem paying on time.  I have a full time job and always make my payments on time. Please consider investing in me so that I can become debt free."
772,10716379,12608481,8000.0,E,  Borrower added on 01/30/14 > This loan will be used for debt consolidation.<br>
265,1259483,1502332,6000.0,A,  Borrower added on 10/15/12 > This loan is to refinance an existing Lending Club loan as well as consolidate some credit card debt.<br>
253,1264261,1507477,6000.0,B,  Borrower added on 04/25/12 > Credit card consolidation to be debt-free<br>
368,10143576,11994682,28000.0,A,  Borrower added on 01/08/14 > To pay off other debts I owe by way of consolidating them at lower interest rate<br>
848,3194803,3927528,4000.0,C,  Borrower added on 01/15/13 > This loan is to paytoff old credit card debt and improve my personal credit rating. easy payback<br>
1039,645598,826076,14000.0,A,  Borrower added on 01/03/11 > Finance my daughter's wedding and payoff a small timeshare balance.<br/>
584,1335721,1580825,18000.0,E,  Borrower added on 06/06/12 > I am trying to consolidate a loan for a water system i bought for my house with a remaining balance of approximately $6000 and several of my credit cards to make it easier to make one payment per month instead of several payments per month.<br>
1107,1562184,1829363,8800.0,C,  Borrower added on 09/24/12 > Debt Consolidation...cutting the interest rate on two credit cards in half!<br>
878,621570,796624,7500.0,C,"  Borrower added on 11/24/10 > Thank you for considering in funding my loan for $7,500. I decided to apply for a loan in order to give myself some relief from very high interest rates on my credit cards. Just like everyone else, I spent the money that I didn&rsquo;t have during my college years. But now the story is different. I have a strict weekly budget for me to follow so I don&rsquo;t over spend myself. Unfortunately, even though I have been paying more than the minimum balance on my credit cards, a good 50-75% of my payments goes back in paying the interest charge. As for my job, I have a very stable position in the company I am working with. I have been working for them for more than 4.5 years. I am their only advertising employee. We have optical retail stores throughout the country and I handle all the web, newspaper, radio, and television markets.<br/><br/>I am a very responsible person. If my loan is funded, I am 100% sure that all the monthly payments will be made.<br/><br/>Thank you for your time and consideration.<br/>"
1038,4305760,5488034,3000.0,C,  Borrower added on 04/09/13 > Loan is for lawyers - retainer<br>
537,3146959,3859279,15000.0,B,  Borrower added on 01/12/13 > I have been in serious credit card debt for over 10 years now. In addition I had to take out loan to pay for my mothers funeral since there was no life insurance. There has also been some car related and health issues that created my debt as well. This loan will pay off about 90% of all debt.<br>
95,3290932,4063837,27525.0,C,  Borrower added on 01/30/13 > Cosolidation<br>
447,679706,868325,35000.0,D,"  Borrower added on 02/19/11 > This loan is intended to consolidate my credit card bills. I've had some tough times this past year, supporting two households (mine &amp; my parents) and now I am the one who needs some help. I will pay back this loan no matter what. I can afford it, I'm just trying to make my payments every month easier and make it so I can continue to help my whole family out. I try really hard, but have just wound up in a tough spot for the first time and don't know what else to do. Please help me and I will return the favor in kind to others that need help as soon as I can - I will put my money exactly where you are: trusting that an individual I lend to is a good person and we will both benefit from the loan.<br/><br/>My job is very stable. I work in IT as an analyst for a large financial company. And I think you will find me a good borrower because I will never, NEVER miss a payment. Your trust in me will not be misplaced and I can assure you you will get every penny of your money back.<br/><br/>Thank you for reading this.<br/>"
